,coin_name,max_price_in_45_day
0,1000SATS,0.0004000000000000000191686944095437183932517655193805694580078125
1,1INCH,0.310800000000000020694557179012917913496494293212890625
2,1MBABYDOGE,0.0023925000000000000953404022396853179088793694972991943359375
3,AAVE,180.009999999999990905052982270717620849609375
4,ACA,0.0587000000000000021760371282653068192303180694580078125
5,ACH,0.02054999999999999882316359389733406715095043182373046875
6,ADA,0.45860000000000000763833440942107699811458587646484375
7,ADX,0.1695000000000000117683640610266593284904956817626953125
8,AERO,1.399999999999999911182158029987476766109466552734375
9,AEUR,1.074100000000000054711790653527714312076568603515625
10,AEVO,0.440000000000000002220446049250313080847263336181640625
11,AGLD,1.3440000000000000834887714518117718398571014404296875
12,AI,0.395799999999999985167420391007908619940280914306640625
13,AIOZ,0.55239000000000004764189043271471746265888214111328125
14,AKT,3.04300000000000014921397450962103903293609619140625
15,ALGO,0.1464999999999999913402604079237789846956729888916015625
16,ALICE,1.0789999999999999591437926937942393124103546142578125
17,ALPACA,0.1353999999999999925837101955039543099701404571533203125
18,ALPHA,0.07040000000000000424105195406809798441827297210693359375
19,ALTl,0.134489999999999998436805981327779591083526611328125
20,AMP,0.00379700000000000002786659791809142916463315486907958984375
21,AMPt,0.00446000000000000042243986086987206363119184970855712890625
22,ANKR,0.030744000000000000494271290563119691796600818634033203125
23,ANT,7.79399999999999959499064061674289405345916748046875
24,APE,1.03699999999999992184029906638897955417633056640625
25,API3,1.6109999999999999875655021241982467472553253173828125
26,APT,9.730000000000000426325641456060111522674560546875
27,AR,26.3599999999999994315658113919198513031005859375
28,ARB,0.59019999999999994688693050193251110613346099853515625
29,ARBm,0.66649999999999998134825318629737012088298797607421875
30,ARKM,2.201000000000000067501559897209517657756805419921875
31,ARPA,0.047410000000000000752731210695856134407222270965576171875
32,ASR,2.061999999999999833022457096376456320285797119140625
33,ASTR,0.07920000000000000650590692430341732688248157501220703125
34,ATA,0.08709999999999999686917107055705855600535869598388671875
35,ATM,2.016999999999999904076730672386474907398223876953125
36,ATOM,5.3545999999999995822008713730610907077789306640625
37,AUCTION,13.8499999999999996447286321199499070644378662109375
38,AVAX,30.379999999999999005240169935859739780426025390625
39,AXL,0.81740000000000001545430450278217904269695281982421875
40,AXS,5.5
41,BADGER,3.031000000000000138555833473219536244869232177734375
42,BAKE,0.238400000000000000799360577730112709105014801025390625
43,BAR,2.0800000000000000710542735760100185871124267578125
44,BAT,0.1972899999999999931521443841120344586670398712158203125
45,BB,0.2881000000000000227373675443232059478759765625
46,BCH,374.3999999999999772626324556767940521240234375
47,BCHSV,53.1700000000000017053025658242404460906982421875
48,BEAMX,0.0196999999999999987621013275429504574276506900787353515625
49,BEAMo,0.01917699999999999960209606797434389591217041015625
50,BGB,1.096000000000000085265128291212022304534912109375
51,BLUR,0.256799999999999972732922515206155367195606231689453125
52,BLZ,0.1030999999999999972022379779446055181324481964111328125
53,BNB,606.4099999999999681676854379475116729736328125
54,BNSOL,203.5
55,BNT,0.56169999999999997708499677173676900565624237060546875
56,BNX,0.53139999999999998347988139357767067849636077880859375
57,BOME,0.01030999999999999972022379779446055181324481964111328125
58,BONK,0.000024000000000000000608020578329870886591379530727863311767578125
59,BRETT,0.11458000000000000129229960066368221305310726165771484375
60,BTC,76498.880000000004656612873077392578125
61,BTG,25.21000000000000085265128291212022304534912109375
62,BTT,0.000001030000000000000091033409109486651544784763245843350887298583984375
63,BURGER,0.39290000000000002700062395888380706310272216796875
64,C98,0.125599999999999989430676805568509735167026519775390625
65,CAKE,2.196000000000000174082970261224545538425445556640625
66,CATI,0.3427000000000000046185277824406512081623077392578125
67,CELO,0.83720000000000005524469770534778945147991180419921875
68,CFX,0.1943999999999999894750857265535159967839717864990234375
69,CHEEL,21.714999999999999857891452847979962825775146484375
70,CHR,0.172899999999999998134825318629737012088298797607421875
71,CHZ,0.082199999999999995292654375589336268603801727294921875
72,CKB,0.0184600000000000007138734048339756554923951625823974609375
73,CLV,0.02849000000000000143440814781570225022733211517333984375
74,COMP,54.27000000000000312638803734444081783294677734375
75,COREd,1.2384999999999999342747969421907328069210052490234375
76,COTI,0.09635000000000000508482145278321695514023303985595703125
77,CRO,0.09092999999999999694022534413306857459247112274169921875
78,CRV,0.3506000000000000227373675443232059478759765625
79,CTSI,0.129000000000000003552713678800500929355621337890625
80,CVC,0.12489999999999999713562459646709612570703029632568359375
81,CVX,1.85400000000000009237055564881302416324615478515625
82,DAI,1.00039999999999995594635038287378847599029541015625
83,DAR,0.152210000000000011954881529163685627281665802001953125
84,DASH,27.019999999999999573674358543939888477325439453125
85,DATA,0.03601000000000000034194869158454821445047855377197265625
86,DENT,0.000893000000000000022058743720521079012542031705379486083984375
87,DEXE,9.1240000000000005542233338928781449794769287109375
88,DOGE,0.198099999999999998312461002569762058556079864501953125
89,DOGS,0.00145610000000000010256240301487196120433509349822998046875
90,DOT,4.3879999999999999005240169935859739780426025390625
91,DYDX,1.1035999999999999143796003409079276025295257568359375
92,DYDXn,1.2050000000000000710542735760100185871124267578125
93,DYM,1.975000000000000088817841970012523233890533447265625
94,EDU,0.5018000000000000238031816479633562266826629638671875
95,EGLD,32.409999999999996589394868351519107818603515625
96,EIGEN,3.920999999999999818811602381174452602863311767578125
97,ELF,0.421439999999999981294962481115362606942653656005859375
98,ENA,0.49890000000000001012523398458142764866352081298828125
99,ENJ,0.177999999999999991562305012848810292780399322509765625
100,ENS,22.160000000000000142108547152020037174224853515625
101,EOS,0.556200000000000027711166694643907248973846435546875
102,ERN,2.11399999999999987920773492078296840190887451171875
103,ETC,20.812599999999999766941982670687139034271240234375
104,ETH,2944.36000000000012732925824820995330810546875
105,ETHFI,1.7680000000000000159872115546022541821002960205078125
106,ETHW,3.909199999999999786126636536209844052791595458984375
107,FDUSD,1.001700000000000034816594052244909107685089111328125
108,FET,1.697599999999999997868371792719699442386627197265625
109,FIDA,0.230300000000000004707345624410663731396198272705078125
110,FIL,4.2400000000000002131628207280300557613372802734375
111,FIS,0.324099999999999999200639422269887290894985198974609375
112,FLOKI,0.00016964000000000000888296380896491655221325345337390899658203125
113,FLOW,0.64429999999999998383515276145772077143192291259765625
114,FLR,0.0170800000000000014310774787418267806060612201690673828125
115,FLUX,0.54149999999999998134825318629737012088298797607421875
116,FLZ,4.83499999999999996447286321199499070644378662109375
117,FTM,0.7279999999999999804600747665972448885440826416015625
118,FTN,2.60358000000000000540012479177676141262054443359375
119,FTT,2.743900000000000005684341886080801486968994140625
120,FXS,2.153000000000000024868995751603506505489349365234375
121,G,0.0443199999999999982858156499787583015859127044677734375
122,GALA,0.024570000000000001560973572622970095835626125335693359375
123,GAS,4.5433000000000003382183422218076884746551513671875
124,GLM,0.369860000000000022080115513745113275945186614990234375
125,GMT,0.1353999999999999925837101955039543099701404571533203125
126,GMTn,0.1629299999999999915001325234698015265166759490966796875
127,GNO,259.5
128,GRT,0.1885900000000000076294526252240757457911968231201171875
129,GT,9.3100000000000004973799150320701301097869873046875
130,HBAR,0.0618599999999999983213427867667633108794689178466796875
131,HFT,0.1297999999999999987121412914348184131085872650146484375
132,HIFI,0.49809999999999998721023075631819665431976318359375
133,HIGH,1.2629999999999999005240169935859739780426025390625
134,HIVE,0.19050000000000000266453525910037569701671600341796875
135,HMSTR,0.005975000000000000276167977375507689430378377437591552734375
136,HNT,8.3620000000000000994759830064140260219573974609375
137,HOT,0.0020479999999999999073241330194150577881373465061187744140625
138,ICP,9.839999999999999857891452847979962825775146484375
139,ICX,0.1358000000000000040412118096355698071420192718505859375
140,ID,0.416700000000000014832579608992091380059719085693359375
141,IDEX,0.03586999999999999910738068820137414149940013885498046875
142,IDs,0.43608999999999997765343096034484915435314178466796875
143,IMX,1.2050000000000000710542735760100185871124267578125
144,IMXm,1.8124000000000000110134124042815528810024261474609375
145,INJ,23.583999999999999630517777404747903347015380859375
146,IO,1.979999999999999982236431605997495353221893310546875
147,IOST,0.00489799999999999957633889380304026417434215545654296875
148,IOTA,0.14915000000000000479616346638067625463008880615234375
149,IOTX,0.046602999999999998592681293985151569359004497528076171875
150,IQ,0.006166999999999999738931055759394439519383013248443603515625
151,JASMY,0.0244599999999999991040500191274986718781292438507080078125
152,JOE,0.347399999999999986588505862528108991682529449462890625
153,JST,0.033450000000000000566213742558829835616052150726318359375
154,JTO,2.9230000000000000426325641456060111522674560546875
155,JUP,1.112999999999999989341858963598497211933135986328125
156,JUPa,0.9375999999999999889865875957184471189975738525390625
157,KAIA,0.1222000000000000030642155479654320515692234039306640625
158,KAS,0.17719899999999999540278849963215179741382598876953125
159,KAVA,0.40029999999999998916422327965847216546535491943359375
160,KCS,8.6500000000000003552713678800500929355621337890625
161,KDA,0.54459999999999997299937604111619293689727783203125
162,KEY,0.003340000000000000086874951676918499288149178028106689453125
163,KLAY,0.1781999999999999972910558199146180413663387298583984375
164,KSM,22.475500000000000255795384873636066913604736328125
165,LAZIO,1.8320000000000000728306304154102690517902374267578125
166,LDO,1.356500000000000039079850466805510222911834716796875
167,LEOu,6.06580000000000030269120543380267918109893798828125
168,LEVER,0.0018719999999999999661104421733170966035686433315277099609375
169,LINK,13.3800000000000007815970093361102044582366943359375
170,LISTA,0.357399999999999995470290059529361315071582794189453125
171,LOKA,0.17849999999999999200639422269887290894985198974609375
172,LPT,15.6500000000000003552713678800500929355621337890625
173,LQTY,0.9230000000000000426325641456060111522674560546875
174,LRC,0.13200000000000000621724893790087662637233734130859375
175,LTC,71.1050000000000039790393202565610408782958984375
176,LTO,0.1166999999999999981792342396147432737052440643310546875
177,LUMIA,0.97099999999999997424282582869636826217174530029296875
178,LUNA,0.345100000000000017852386235972517170011997222900390625
179,LUNAt,0.449500000000000010658141036401502788066864013671875
180,LUNC,0.000098900000000000005159588034597817340909386985003948211669921875
181,MAGIC,0.372599999999999986766141546468134038150310516357421875
182,MANA,0.335299999999999986943777230408159084618091583251953125
183,MANTA,0.9435000000000000053290705182007513940334320068359375
184,MASK,2.656000000000000138555833473219536244869232177734375
185,MATIC,0.57120000000000004103384299014578573405742645263671875
186,MBOX,0.1559999999999999997779553950749686919152736663818359375
187,MEMEc,0.014800000000000000655031584528842358849942684173583984375
188,METIS,46.840000000000003410605131648480892181396484375
189,MEW,0.00872299999999999985111909239776650792919099330902099609375
190,MINA,0.6109999999999999875655021241982467472553253173828125
191,MKR,2171.3699999999998908606357872486114501953125
192,MNTe,0.655499999999999971578290569595992565155029296875
193,MOG,0.00000208999999999999989483564187542352641457910067401826381683349609375
194,MOVR,9.70700000000000073896444519050419330596923828125
195,MTL,0.97299999999999997601918266809661872684955596923828125
196,MX,3.99650000000000016342482922482304275035858154296875
197,NEAR,5.54849999999999976552089719916693866252899169921875
198,NEIRO,0.0023432900000000000430289137653971920371986925601959228515625
199,NEIROe,0.0021049599999999999040689591112140988116152584552764892578125
200,NEO,10.99549999999999982946974341757595539093017578125
201,NEXO,1.073399999999999909761072558467276394367218017578125
202,NFT,4.999999999999999773740559129431293428069693618454039096832275390625E-7
203,NOT,0.01153700000000000037980729672426605247892439365386962890625
204,OG,6.099000000000000198951966012828052043914794921875
205,OKB,42.89399999999999835154085303656756877899169921875
206,OM,1.387799999999999922550841802149079740047454833984375
207,ONDO,0.8338900000000000201083594220108352601528167724609375
208,ONG,0.292800000000000004707345624410663731396198272705078125
209,ONT,0.1837999999999999911626247239837539382278919219970703125
210,OP,1.58800000000000007815970093361102044582366943359375
211,OPm,1.903000000000000024868995751603506505489349365234375
212,ORDI,40.59100000000000108002495835535228252410888671875
213,OSMO,0.66180000000000005488942633746773935854434967041015625
214,OXT,0.0667999999999999982680520815847557969391345977783203125
215,PAXG,2684
216,PDA,0.041360000000000000930366894635881180875003337860107421875
217,PENDLE,5.3559999999999998721023075631819665431976318359375
218,PEOPLE,0.0889000000000000067945649107059580273926258087158203125
219,PEPE,0.00001137999999999999946385768889722811536557856015861034393310546875
220,PHB,1.7809999999999999165112285481882281601428985595703125
221,PIXEL,0.1655999999999999972022379779446055181324481964111328125
222,POL,0.5681000000000000493827201353269629180431365966796875
223,POLYX,0.23489999999999999769073610877967439591884613037109375
224,POND,0.01084000000000000067668093350903291138820350170135498046875
225,PONKE,0.422929999999999972626341104842140339314937591552734375
226,POPCAT,1.39670000000000005258016244624741375446319580078125
227,POWR,0.2144000000000000072386541205560206435620784759521484375
228,PRIME,11.4909999999999996589394868351519107818603515625
229,PROM,5.4260000000000001563194018672220408916473388671875
230,PSG,2.838999999999999968025576890795491635799407958984375
231,PYR,2.58199999999999985078602549037896096706390380859375
232,PYTH,0.4153999999999999914734871708787977695465087890625
233,PYUSD,1.0020000000000000017763568394002504646778106689453125
234,QI,0.0137000000000000003719247132494274410419166088104248046875
235,QNT,79.3299999999999982946974341757595539093017578125
236,QTUM,2.708800000000000096633812063373625278472900390625
237,RAD,1.157999999999999918287585387588478624820709228515625
238,RARE,0.12030000000000000415223411209808546118438243865966796875
239,RAY,4.87000000000000010658141036401502788066864013671875
240,RDNT,0.05909999999999999975575093458246556110680103302001953125
241,REI,0.05419000000000000205613304160578991286456584930419921875
242,RENDER,6.67349999999999976552089719916693866252899169921875
243,REQ,0.09610000000000000486277684785818564705550670623779296875
244,REZ,0.039239999999999997104538351777591742575168609619140625
245,RIF,0.09790000000000000091038288019262836314737796783447265625
246,RLC,1.6270000000000000017763568394002504646778106689453125
247,RONIN,1.4490000000000000657252030578092671930789947509765625
248,ROSE,0.08050000000000000210942374678779742680490016937255859375
249,RPL,14.5800000000000000710542735760100185871124267578125
250,RSR,0.00753999999999999982736031967078815796412527561187744140625
251,RUNE,5.532000000000000028421709430404007434844970703125
252,RVN,0.019405999999999999638955472391899093054234981536865234375
253,SAFEt,0.97140000000000004121147867408581078052520751953125
254,SAGA,3.28849999999999997868371792719699442386627197265625
255,SAND,0.30320000000000002504663143554353155195713043212890625
256,SANTOS,4.407000000000000028421709430404007434844970703125
257,SC,0.005113000000000000357103235870681601227261126041412353515625
258,SCR,0.66200000000000003286260152890463359653949737548828125
259,SEI,0.483800000000000007815970093361102044582366943359375
260,SFP,0.8082000000000000294875235340441577136516571044921875
261,SHIB,0.00002023999999999999933821166753222797751732286997139453887939453125
262,SLF,0.319000000000000005773159728050814010202884674072265625
263,SNX,1.7199999999999999733546474089962430298328399658203125
264,SOL,201.43999999999999772626324556767940521240234375
265,SPELL,0.00056890000000000000464350780049471723032183945178985595703125
266,SSV,26.272999999999999687361196265555918216705322265625
267,STEEM,0.174999999999999988897769753748434595763683319091796875
268,STG,0.280899999999999983035792183727608062326908111572265625
269,STMX,0.005330999999999999801325589743328237091191112995147705078125
270,STORJ,0.60594999999999998863131622783839702606201171875
271,STPT,0.042400000000000000188737914186276611872017383575439453125
272,STRK,0.41029999999999999804600747665972448885440826416015625
273,STRKn,0.48699999999999998845368054389837197959423065185546875
274,STX,1.6639999999999999236166559057892300188541412353515625
275,STXk,1.9890000000000001012523398458142764866352081298828125
276,SUI,2.31050000000000022026824808563105762004852294921875
277,SUN,0.018200000000000000899280649946376797743141651153564453125
278,SUPER,1.341499999999999914734871708787977695465087890625
279,SUPERf,1.36319999999999996731503415503539144992828369140625
280,SUSHI,0.7239999999999999769073610877967439591884613037109375
281,SXP,0.308099999999999984989784707067883573472499847412109375
282,SYN,0.530299999999999993605115378159098327159881591796875
283,SYS,0.1000000000000000055511151231257827021181583404541015625
284,T,0.02659999999999999864552790995730902068316936492919921875
285,TAO,632.529999999999972715158946812152862548828125
286,TFUEL,0.07133000000000000451194637207663618028163909912109375
287,THETA,1.521500000000000074606987254810519516468048095703125
288,TIA,6.64900000000000002131628207280300557613372802734375
289,TLM,0.01001999999999999939326311704235195065848529338836669921875
290,TNSR,0.44450000000000000621724893790087662637233734130859375
291,TON,6.8926999999999996049382389173842966556549072265625
292,TRB,55.090000000000003410605131648480892181396484375
293,TROY,0.00447999999999999960753616079500716296024620532989501953125
294,TRU,0.09710000000000000575095526755831087939441204071044921875
295,TRX,0.166333000000000008622436098448815755546092987060546875
296,TURBO,0.0089529999999999991533439214208556222729384899139404296875
297,TUSD,1.0000999999999999889865875957184471189975738525390625
298,TWT,1.1734999999999999875655021241982467472553253173828125
299,UNI,8.78999999999999914734871708787977695465087890625
300,UNIs,8.13850000000000051159076974727213382720947265625
301,USDC,1.0007999999999999118927007657475769519805908203125
302,USDD,1.0035000000000000586197757002082653343677520751953125
303,USDP,0.9999000000000000110134124042815528810024261474609375
304,USDT,34.22999999999999687361196265555918216705322265625
305,UTK,0.035749999999999997057908984743335167877376079559326171875
306,VELO,0.409999999999999975575093458246556110680103302001953125
307,VET,0.026621999999999999830802011047126143239438533782958984375
308,VITE,0.01135000000000000071331829332166307722218334674835205078125
309,W,0.3449999999999999733546474089962430298328399658203125
310,WBTC,76375.880000000004656612873077392578125
311,WEMIX,0.98851999999999995427657495383755303919315338134765625
312,WIF,2.557799999999999851496568226139061152935028076171875
313,WLD,2.108000000000000095923269327613525092601776123046875
314,WOO,0.2139999999999999957811525064244051463901996612548828125
315,XAI,0.2134999999999999953370632965743425302207469940185546875
316,XAUT,2675.010000000000218278728425502777099609375
317,XDC,0.0294999999999999984456877655247808434069156646728515625
318,XEC,0.000038080000000000001326126708445229951394139789044857025146484375
319,XLM,0.1024299999999999932764893628700519911944866180419921875
320,XMR,176.796999999999997044142219237983226776123046875
321,XRP,0.6414999999999999591437926937942393124103546142578125
322,XTZ,0.7558000000000000273558953267638571560382843017578125
323,XVS,7
324,YFI,5267
325,YGG,0.467399999999999982147613764027482829988002777099609375
326,ZBU,4.92569999999999996731503415503539144992828369140625
327,ZEC,43.659999999999996589394868351519107818603515625
328,ZETA,0.74350000000000004973799150320701301097869873046875
329,ZIL,0.016684999999999998443467319475530530326068401336669921875
330,ZK,0.1509999999999999953370632965743425302207469940185546875
331,ZRO,5.02700000000000013500311979441903531551361083984375
332,ZRX,0.3666300000000000114397380457376129925251007080078125
333,eUSDe,1
334,pDOTn,4.974000000000000198951966012828052043914794921875
