coin_name,max_price_in_45_day
1000SATS,0.0004000000000000000191686944095437183932517655193805694580078125
1INCH,0.4059
1MBABYDOGE,0.0026600999999999001312256385887167198234237730503082275390625
AAVE,186.73
ACA,0.1458000000000000129229960066368221305310726165771484375
ACH,0.02929
ADA,1.1169000000000000039079850466805510222911834716796875
ADX,0.2040
AERO,1.399999999999999911182158029987476766109466552734375
AEUR,1.074100000000000054711790653527714312076568603515625
AEVO,0.4722
AGLD,1.520000000000000017763568394002504646778106689453125
AI,0.6295
AIOZ,0.55239000000000004764189043271471746265888214111328125
AKT,3.04300000000000014921397450962103903293609619140625
ALGO,0.326299999999999978950171453107031993567943572998046875
ALICE,1.5580000000000000515143483426072634756565093994140625
ALPACA,0.2055
ALPHA,0.0970
ALTl,0.1344899999999998041477766719253850169479846954345703125
AMP,0.005501
AMPt,0.00446000000000000042243986086987206363119184970855712890625
ANKR,0.041469999999999999917843496177738416008651256561279296875
ANT,7.7939999999999987068122209166176617145538330078125
APE,1.3930000000000000159872115546022541821002960205078125
API3,2.129000000000000003552713678800500929355621337890625
APT,13.32000000000000028421709430404007434844970703125
AR,26.3599999999999994315658113919198513031005859375
ARB,0.9473
ARBm,0.666499999999999648281345798750407993793487548828125
ARKM,2.33199999999999985078602549037896096706390380859375
ARPA,0.05979
ASR,2.237999999999999989341858963598497211933135986328125
ASTR,0.08250000000000000388578058618804789148271083831787109375
ATA,0.1184
ATM,2.130999999999999783284465593169443309307098388671875
ATOM,9.3469999999999995310417943983338773250579833984375
AUCTION,15.98
AVAX,46.63
AXL,0.81740000000000001545430450278217904269695281982421875
AXS,8.5090000000000003410605131648480892181396484375
BADGER,3.776
BAKE,0.3294
BAR,2.204
BAT,0.197289999999999909885417537225293926894664764404296875
BB,0.3537
BCH,544.1000000000000227373675443232059478759765625
BCHSV,53.1700000000000017053025658242404460906982421875
BEAMX,0.0254599999999997016197905708168036653660237789154052734375
BEAMo,0.019176999999999701229658199963523657061159610748291015625
BGB,1.096000000000000085265128291212022304534912109375
BLUR,0.3474
BLZ,0.1430
BNB,679.1599999999999681676854379475116729736328125
BNSOL,267.1000000000000227373675443232059478759765625
BNT,0.7168
BNX,0.58970000000000000195399252334027551114559173583984375
BOME,0.01096800000000000031852298576495741144753992557525634765625
BONK,0.0000587899999999000005368281207562830559254507534205913543701171875
BRETT,0.11458000000000000129229960066368221305310726165771484375
BTC,99275
BTG,25.21000000000000085265128291212022304534912109375
BTT,0.000001030000000000000091033409109486651544784763245843350887298583984375
BURGER,0.5691
C98,0.1819
CAKE,3.026
CATI,0.77680000000000004600764214046648703515529632568359375
CELO,0.8549
CFX,0.1943999999999999062083588796667754650115966796875
CHEEL,21.714999999999999857891452847979962825775146484375
CHR,0.2670
CHZ,0.1005000000000000059952043329758453182876110076904296875
CKB,0.0184600000000000007138734048339756554923951625823974609375
CLV,0.135179999999999911342030145533499307930469512939453125
COMP,71.1400000000000005684341886080801486968994140625
COREd,1.2384999999999999342747969421907328069210052490234375
COTI,0.149999999999999911182158029987476766109466552734375
CRO,0.09092999999999980265119603473067400045692920684814453125
CRV,0.5704
CTSI,0.1955
CVC,0.1640
CVX,3.486
DAI,1.00039999999999995594635038287378847599029541015625
DAR,0.18965
DASH,27.019999999999999573674358543939888477325439453125
DATA,0.04662
DENT,0.001484
DEXE,9.1240000000000005542233338928781449794769287109375
DOGE,0.47501999999999988677501505662803538143634796142578125
DOGS,0.00145610000000000010256240301487196120433509349822998046875
DOT,9.660000000000000142108547152020037174224853515625
DYDX,1.581700000000000105870867628254927694797515869140625
DYDXn,1.2050000000000000710542735760100185871124267578125
DYM,2.447
EDU,0.6166
EGLD,40.13
EIGEN,3.920999999999999818811602381174452602863311767578125
ELF,0.42143999999999992578381124985753558576107025146484375
ENA,0.6822
ENJ,0.1779999999999999082955781659620697610080242156982421875
ENS,25.57
EOS,0.90039999999999997815081087537691928446292877197265625
ERN,2.739
ETC,31.62
ETH,3519.20
ETHFI,2.301
ETHW,3.909199999999999786126636536209844052791595458984375
FDUSD,1.0022999999999999687361196265555918216705322265625
FET,1.697599999999999997868371792719699442386627197265625
FIDA,0.2445
FIL,5.99500000000000010658141036401502788066864013671875
FIS,0.451000000000000011990408665951690636575222015380859375
FLOKI,0.0002855099999998000144703358404996151875820942223072052001953125
FLOW,0.987999999999999989341858963598497211933135986328125
FLR,0.0170800000000000014310774787418267806060612201690673828125
FLUX,0.7757
FLZ,4.83499999999999996447286321199499070644378662109375
FTM,1.0049
FTN,2.60358000000000000540012479177676141262054443359375
FTT,2.743900000000000005684341886080801486968994140625
FXS,3.050
G,0.04431999999999990114130099527756101451814174652099609375
GALA,0.04077999999999999680699858117804978974163532257080078125
GAS,6.3589999999999999857891452847979962825775146484375
GLM,0.4967
GMT,0.2175
GMTn,0.16292999999999990823340567658306099474430084228515625
GNO,280.4
GRT,0.2684
GT,9.3100000000000004973799150320701301097869873046875
HBAR,0.1650600000000000122657439760587294586002826690673828125
HFT,0.2393
HIFI,0.6766
HIGH,1.781
HIVE,0.3064999999999999946709294817992486059665679931640625
HMSTR,0.005975000000000000276167977375507689430378377437591552734375
HNT,8.3620000000000000994759830064140260219573974609375
HOT,0.002979
ICP,12.626
ICX,0.2081
ID,0.5230
IDEX,0.04652
IDs,0.436089999999999922142279729087022133171558380126953125
IMX,1.794
IMXm,1.8124000000000000110134124042815528810024261474609375
INJ,29.13
IO,2.852
IOST,0.007605
IOTA,0.2488
IOTX,0.048370000000000003270717030545711168088018894195556640625
IQ,0.008864
JASMY,0.02445999999999980134557375777148990891873836517333984375
JOE,0.5401
JST,0.0371599999999999985877963126768008805811405181884765625
JTO,3.934
JUP,1.292899999999999938182781988871283829212188720703125
JUPa,0.9375999999999999889865875957184471189975738525390625
KAIA,0.2094
KAS,0.1771989999999999121360616527454112656414508819580078125
KAVA,0.400299999999999822630769585884991101920604705810546875
KCS,8.6500000000000003552713678800500929355621337890625
KDA,1.0375
KEY,0.00387000000000000017597034940308731165714561939239501953125
KLAY,0.17819999999999980300202651051222346723079681396484375
KSM,51.4200000000000017053025658242404460906982421875
LAZIO,1.8320000000000000728306304154102690517902374267578125
LDO,1.749
LEOu,6.06580000000000030269120543380267918109893798828125
LEVER,0.002401
LINK,18.74
LISTA,0.4729
LOKA,0.2517
LPT,15.6500000000000003552713678800500929355621337890625
LQTY,1.428
LRC,0.25480000000000002646771690706373192369937896728515625
LTC,71.1050000000000039790393202565610408782958984375
LTO,0.1974
LUMIA,1.483000000000000095923269327613525092601776123046875
LUNA,0.5319000000000000394351218346855603158473968505859375
LUNAt,0.449500000000000010658141036401502788066864013671875
LUNC,0.000127410000000000001550704009645187397836707532405853271484375
MAGIC,0.5767
MANA,0.7288
MANTA,1.135
MASK,3.3940000000000001278976924368180334568023681640625
MATIC,0.57120000000000004103384299014578573405742645263671875
MBOX,0.2461
MEMEc,0.014800000000000000655031584528842358849942684173583984375
METIS,60.43
MEW,0.00872299999999980035791935506495065055787563323974609375
MINA,0.78349999999999997424282582869636826217174530029296875
MKR,2171.3699999999998908606357872486114501953125
MNTe,0.6554999999999997495336856445646844804286956787109375
MOG,0.00000208999999990000003211574643169345932847136282362043857574462890625
MOVR,18.196000000000001506350599811412394046783447265625
MTL,1.463
MX,3.99650000000000016342482922482304275035858154296875
NEAR,7.112
NEIRO,0.0023432900000000000430289137653971920371986925601959228515625
NEIROe,0.0021049599999999001574690904448061701259575784206390380859375
NEO,15.6300000000000007815970093361102044582366943359375
NEXO,1.073399999999999909761072558467276394367218017578125
NFT,5.00000000000000083253174319730671726347281946800649166107177734375E-7
NOT,0.01153700000000000037980729672426605247892439365386962890625
OG,6.099000000000000198951966012828052043914794921875
OKB,42.89399999999999835154085303656756877899169921875
OM,4.36690000000000022595258997171185910701751708984375
ONDO,0.8338900000000000201083594220108352601528167724609375
ONG,0.415200000000000013500311979441903531551361083984375
ONT,0.271500000000000019095836023552692495286464691162109375
OP,2.406
OPm,1.903000000000000024868995751603506505489349365234375
ORDI,42.75
OSMO,0.66180000000000005488942633746773935854434967041015625
OXT,0.1313000000000000000444089209850062616169452667236328125
PAXG,2740
PDA,0.05430000000000000104360964314764714799821376800537109375
PENDLE,5.650
PEOPLE,0.0889000000000000067945649107059580273926258087158203125
PEPE,0.000022900000000000000975435010541758629187825135886669158935546875
PHB,1.994
PIXEL,0.2532
PNUT,2
POL,0.6022
POLYX,0.369300000000000017141843500212416984140872955322265625
POND,0.0229700000000000008337774914934925618581473827362060546875
PONKE,0.42292999999999991711518987358431331813335418701171875
POPCAT,1.39670000000000005258016244624741375446319580078125
POWR,0.3145
PRIME,11.4909999999999996589394868351519107818603515625
PROM,6.308
PSG,2.838999999999999968025576890795491635799407958984375
PYR,4.097
PYTH,0.4610
PYUSD,1.0020000000000000017763568394002504646778106689453125
QI,0.01859
QNT,107.2999999999999971578290569595992565155029296875
QTUM,3.90899999999999980815346134477294981479644775390625
RAD,1.483
RARE,0.1383
RAY,6.4230000000000000426325641456060111522674560546875
RDNT,0.0756
REI,0.06941
RENDER,8.20400000000000062527760746888816356658935546875
REQ,0.1213
REZ,0.05133
RIF,0.1343
RLC,2.147
RONIN,1.833
ROSE,0.08050000000000000210942374678779742680490016937255859375
RPL,14.5800000000000000710542735760100185871124267578125
RSR,0.00931899999999999915922810345136895193718373775482177734375
RUNE,5.91899999999999959499064061674289405345916748046875
RVN,0.0264400000000000016953105586026140372268855571746826171875
SAFEt,0.97140000000000004121147867408581078052520751953125
SAGA,3.28849999999999997868371792719699442386627197265625
SAND,0.8374
SANTOS,4.51199999999999956656893118633888661861419677734375
SC,0.005113000000000000357103235870681601227261126041412353515625
SCR,0.793
SEI,0.6655
SFP,0.8082000000000000294875235340441577136516571044921875
SHIB,0.000027560000000000000404572209067310950558749027550220489501953125
SLF,0.4023
SNX,2.351
SOL,262.83999999999997498889570124447345733642578125
SPELL,0.000900100000000000032007729799943263060413300991058349609375
SSV,28.00
STEEM,0.2549
STG,0.3669
STMX,0.00869200000000000007338574192772284732200205326080322265625
STORJ,0.6159
STPT,0.05394
STRK,0.6295
STRKn,0.486999999999999821920226850124890916049480438232421875
STX,2.371
STXk,1.9890000000000001012523398458142764866352081298828125
SUI,3.9268000000000000682121026329696178436279296875
SUN,0.02412
SUPER,1.383599999999999941024952931911684572696685791015625
SUPERf,1.36319999999999996731503415503539144992828369140625
SUSHI,1.18599999999999994315658113919198513031005859375
SXP,0.412899999999999989253041121628484688699245452880859375
SYN,0.58760000000000001119104808822157792747020721435546875
SYS,0.1335
T,0.033029999999999802573480423006913042627274990081787109375
TAO,632.529999999999972715158946812152862548828125
TFUEL,0.07133000000000000451194637207663618028163909912109375
THETA,2.02700000000000013500311979441903531551361083984375
TIA,8.190
TLM,0.01502
TNSR,0.6492
TON,6.8926999999999996049382389173842966556549072265625
TRB,75.5
TROY,0.007088999999999900068770042338428538641892373561859130859375
TRU,0.1069
TRX,0.2200000000000000011102230246251565404236316680908203125
TURBO,0.0094540000000000005975220318532592500559985637664794921875
TUSD,1.0000999999999999889865875957184471189975738525390625
TWT,1.1734999999999999875655021241982467472553253173828125
UNI,12.282
UNIs,8.13850000000000051159076974727213382720947265625
USDC,1.0007999999999999118927007657475769519805908203125
USDD,1.0035000000000000586197757002082653343677520751953125
USDP,1.0002
USDT,35.1099999999999994315658113919198513031005859375
UTK,0.0515499999999999014566043342711054719984531402587890625
VELO,0.6999999999999999555910790149937383830547332763671875
VET,0.04567999999999990123900062144457479007542133331298828125
VITE,0.0175499999999997012556374187397523201070725917816162109375
W,0.344999999999999917843496177738416008651256561279296875
WBTC,98994.860000000000582076609134674072265625
WEMIX,0.98851999999999995427657495383755303919315338134765625
WIF,4.01799999999999979394260662957094609737396240234375
WLD,2.673999999999999932498440102790482342243194580078125
WOO,0.2798
XAI,0.3339
XAUT,2675.010000000000218278728425502777099609375
XDC,0.02949999999999990130117311082358355633914470672607421875
XEC,0.0000493899999999000024445035272879778176502441056072711944580078125
XLM,0.60160000000000002362554596402333118021488189697265625
XMR,176.796999999999997044142219237983226776123046875
XRP,1.59030000000000004689582056016661226749420166015625
XTZ,1.5909999999999999698019337301957421004772186279296875
XVS,9.33
YFI,7728
YGG,0.6640
ZBU,4.92569999999999996731503415503539144992828369140625
ZEC,43.659999999999996589394868351519107818603515625
ZETA,0.74350000000000004973799150320701301097869873046875
ZIL,0.025790000000000000424105195406809798441827297210693359375
ZK,0.1776
ZRO,5.02700000000000013500311979441903531551361083984375
ZRX,0.52119999999999999662492200513952411711215972900390625
eUSDe,1
pDOTn,4.974000000000000198951966012828052043914794921875
